firstAuthor,IDP_dMRI_Trait,reportedTrait,samplesize,ftp,summaryStatistics,accessionId,efoTraits,genotypingTechnologies,pubmedId,publicationDate,journal,title,SampleDescription
Smith SM,FA_CGC_L,IDP dMRI FA Cingulum cingulate gyrus L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003912/GCST90003912_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003912,GCST90003912,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_CGC_R,IDP dMRI FA Cingulum cingulate gyrus R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003911/GCST90003911_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003911,GCST90003911,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_CGH_L,IDP dMRI FA Cingulum hippocampus L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003914/GCST90003914_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003914,GCST90003914,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_CGH_R,IDP dMRI FA Cingulum hippocampus R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003913/GCST90003913_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003913,GCST90003913,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_CP_L,IDP dMRI FA Cerebral peduncle L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003892/GCST90003892_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003892,GCST90003892,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_CP_R,IDP dMRI FA Cerebral peduncle R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003891/GCST90003891_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003891,GCST90003891,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_CST_L,IDP dMRI FA Corticospinal tract L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003884/GCST90003884_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003884,GCST90003884,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_CST_R,IDP dMRI FA Corticospinal tract R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003883/GCST90003883_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003883,GCST90003883,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_EC_L,IDP dMRI FA External capsule L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003910/GCST90003910_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003910,GCST90003910,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_EC_R,IDP dMRI FA External capsule R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003909/GCST90003909_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003909,GCST90003909,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_Fx,IDP dMRI FA Fornix,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003882/GCST90003882_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003882,GCST90003882,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_FxST_L,IDP dMRI FA Fornix cres+Stria terminalis L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003916/GCST90003916_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003916,GCST90003916,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_FxST_R,IDP dMRI FA Fornix cres+Stria terminalis R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003915/GCST90003915_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003915,GCST90003915,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_gCC,IDP dMRI FA Genu of corpus callosum,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003879/GCST90003879_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003879,GCST90003879,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_ICP_L,IDP dMRI FA Inferior cerebellar peduncle L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003888/GCST90003888_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003888,GCST90003888,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_ICP_R,IDP dMRI FA Inferior cerebellar peduncle R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003887/GCST90003887_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003887,GCST90003887,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_MCP,IDP dMRI FA Middle cerebellar peduncle,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003877/GCST90003877_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003877,GCST90003877,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_ML_L,IDP dMRI FA Medial lemniscus L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003886/GCST90003886_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003886,GCST90003886,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_ML_R,IDP dMRI FA Medial lemniscus R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003885/GCST90003885_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003885,GCST90003885,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_PCR_L,IDP dMRI FA Posterior corona radiata L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003904/GCST90003904_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003904,GCST90003904,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_PCR_R,IDP dMRI FA Posterior corona radiata R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003903/GCST90003903_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003903,GCST90003903,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_PCT,IDP dMRI FA Pontine crossing tract,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003878/GCST90003878_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003878,GCST90003878,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_PLIC_L,IDP dMRI FA Posterior limb of internal capsule L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003896/GCST90003896_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003896,GCST90003896,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_PLIC_R,IDP dMRI FA Posterior limb of internal capsule R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003895/GCST90003895_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003895,GCST90003895,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_PTIC_L,IDP dMRI FA Posterior thalamic radiation L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003906/GCST90003906_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003906,GCST90003906,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_PTIC_R,IDP dMRI FA Posterior thalamic radiation R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003905/GCST90003905_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003905,GCST90003905,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_RLIC_L,IDP dMRI FA Retrolenticular part of internal capsule L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003898/GCST90003898_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003898,GCST90003898,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_RLIC_R,IDP dMRI FA Retrolenticular part of internal capsule R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003897/GCST90003897_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003897,GCST90003897,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_sCC,IDP dMRI FA Splenium of corpus callosum,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003881/GCST90003881_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003881,GCST90003881,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SCP_L,IDP dMRI FA Superior cerebellar peduncle L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003890/GCST90003890_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003890,GCST90003890,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SCP_R,IDP dMRI FA Superior cerebellar peduncle R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003889/GCST90003889_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003889,GCST90003889,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SCR_L,IDP dMRI FA Superior corona radiata L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003902/GCST90003902_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003902,GCST90003902,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SCR_R,IDP dMRI FA Superior corona radiata R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003901/GCST90003901_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003901,GCST90003901,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SFOF_L,IDP dMRI FA Superior fronto-occipital fasciculus L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003920/GCST90003920_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003920,GCST90003920,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SFOF_R,IDP dMRI FA Superior fronto-occipital fasciculus R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003919/GCST90003919_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003919,GCST90003919,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SLF_L,IDP dMRI FA Superior longitudinal fasciculus L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003918/GCST90003918_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003918,GCST90003918,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SLF_R,IDP dMRI FA Superior longitudinal fasciculus R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003917/GCST90003917_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003917,GCST90003917,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SS_L,IDP dMRI FA Sagittal stratum L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003908/GCST90003908_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003908,GCST90003908,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_SS_R,IDP dMRI FA Sagittal stratum R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003907/GCST90003907_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003907,GCST90003907,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_Tp_L,IDP dMRI FA Tapetum L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003924/GCST90003924_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003924,GCST90003924,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_Tp_R,IDP dMRI FA Tapetum R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003923/GCST90003923_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003923,GCST90003923,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_UF_L,IDP dMRI FA Uncinate fasciculus L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003922/GCST90003922_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003922,GCST90003922,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,FA_UF_R,IDP dMRI FA Uncinate fasciculus R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003921/GCST90003921_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90003001-GCST90004000/GCST90003921,GCST90003921,mean fractional anisotropy measurement,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_ACR_L,IDP dMRI MD Anterior corona radiata L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004050/GCST90004050_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004050,GCST90004050,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_ACR_R,IDP dMRI MD Anterior corona radiata R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004049/GCST90004049_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004049,GCST90004049,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_ALIC_L,IDP dMRI MD Anterior limb of internal capsule L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004044/GCST90004044_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004044,GCST90004044,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_ALIC_R,IDP dMRI MD Anterior limb of internal capsule R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004043/GCST90004043_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004043,GCST90004043,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_bCC,IDP dMRI MD Body of corpus callosum,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004030/GCST90004030_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004030,GCST90004030,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_CGC_L,IDP dMRI MD Cingulum cingulate gyrus L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004062/GCST90004062_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004062,GCST90004062,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_CGC_R,IDP dMRI MD Cingulum cingulate gyrus R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004061/GCST90004061_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004061,GCST90004061,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_CGH_L,IDP dMRI MD Cingulum hippocampus L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004064/GCST90004064_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004064,GCST90004064,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_CGH_R,IDP dMRI MD Cingulum hippocampus R,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004063/GCST90004063_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004063,GCST90004063,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
Smith SM,MD_CP_L,IDP dMRI MD Cerebral peduncle L,20860,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004042/GCST90004042_buildGRCh37.tsv,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90004001-GCST90005000/GCST90004042,GCST90004042,white matter integrity,Genome-wide genotyping array,33875891,19/04/2021,Nat Neurosci,An expanded set of genome-wide association studies of brain imaging phenotypes in UK Biobank.,British ancestry individuals
